Window,Error,Variance
1,55.069801874943295,1641.22300540508
2,141.280151033166,2043.5973838335638
3,780.5923856180359,1768.369799341721
4,967.4370186482745,2043.232721940244
5,942.6540983099098,1645.8960299339683
6,1377.9323941322118,1645.7910311068138
7,1396.3143928763004,1670.1008008190577
8,1965.314279422619,1545.9553313800961
9,1611.8337910462928,1540.9243534952468
10,1605.5466170983295,1633.2258265886028
11,1632.4247985028094,1678.2009793382174
12,1856.0942635036004,1666.7785827155772
13,1670.4217384063509,1671.8416077637255
14,1661.6321734255705,1646.1659492965819
15,1826.8523078142323,1668.5589776078534
16,2204.990816848478,1504.490867439639
17,2139.609829318402,1688.6914062607607
18,1811.4046589824181,1537.0149574678908
19,1574.3101597720515,1607.387141029416
20,1469.6671942190314,1611.9133509661954
21,1579.1929774086345,1594.8241160622483
22,1545.979667735442,1578.1795440324538
23,1647.7064670568523,1543.324564018279
24,1764.7474135796344,1587.1294942059644
25,1671.609916970175,1544.246001051024
26,1660.655348203808,1561.321395302465
27,1750.1568272958284,1581.14862473006
28,1855.4682800678577,1592.7603087371815
29,1940.8262026983066,1634.7875825743513
30,2168.2292204785176,1588.2965189002716
31,2433.5217557548103,1597.71712125239
